author1,author2,weight
A5037997025,A5071186378,2
A5037997025,A5073249579,3
A5037997025,A5078218498,2
A5037997025,A5079381636,1
A5037997025,A5091044014,2
A5037997025,A5109354723,2
A5037997025,A5110701424,2
A5037997025,A5112193570,2
A5038006060,A5045705655,1
A5038006060,A5056920201,1
A5038006060,A5061321394,1
A5038006060,A5074864006,1
A5038006060,A5081582588,1
A5038007095,A5049740135,2
A5038007095,A5058411710,2
A5038009824,A5020573709,2
A5038009824,A5039248564,4
A5038009824,A5055591979,4
A5038009824,A5058925997,4
A5038020723,A5005966212,2
A5038020723,A5013396376,2
A5038020723,A5051930805,2
A5038020723,A5052466430,2
A5038020723,A5052859802,2
A5038020723,A5059747080,2
A5038020723,A5073204958,2
A5038020723,A5103975914,2
A5038024737,A5049771529,1
A5038034772,A5074774989,1
A5038042588,A5002115553,1
A5038042588,A5051966189,1
A5038042588,A5052069153,2
A5038042588,A5059965522,1
A5038053117,A5000034708,5
A5038053117,A5006803120,2
A5038053117,A5011415420,1
A5038053117,A5013930654,3
A5038053117,A5014344332,2
A5038053117,A5015995872,4
A5038053117,A5022550447,1
A5038053117,A5024423524,3
A5038053117,A5025845183,20
A5038053117,A5026718378,9
A5038053117,A5028355102,1
A5038053117,A5034679753,1
A5038053117,A5043572025,3
A5038053117,A5044824372,1
A5038053117,A5049427682,4
A5038053117,A5068264441,1
A5038053117,A5072426144,1
A5038053117,A5078476389,10
A5038053117,A5080765252,3
A5038053117,A5085342893,5
A5038053117,A5087255862,1
A5038053117,A5104167302,1
A5038076307,A5006080205,1
A5038076307,A5087253706,1
A5038108169,A5003019025,1
A5038108169,A5040910365,1
A5038172368,A5009051263,1
A5038172368,A5012547299,1
A5038172368,A5013256501,1
A5038172368,A5016411880,1
A5038172368,A5027505543,1
A5038172368,A5031115733,1
A5038172368,A5035687606,1
A5038172368,A5060009643,1
A5038172368,A5080310062,1
A5038172368,A5080865312,1
A5038172368,A5090482045,1
A5038172368,A5095224306,1
A5038172368,A5100319465,1
A5038172368,A5100382667,1
A5038172368,A5100387696,1
A5038172368,A5100530610,1
A5038172368,A5101771615,1
A5038172368,A5104227321,1
A5038172368,A5112409463,1
A5038173001,A5006846110,1
A5038173001,A5009418620,1
A5038173001,A5052478974,1
A5038173001,A5060117673,1
A5038173001,A5067657860,1
A5038218276,A5005161674,1
A5038218276,A5066094160,1
A5038316472,A5030510462,1
A5038316472,A5074342404,1
A5038337718,A5069179055,2
A5038337718,A5087781429,1
A5038368200,A5025594364,1
A5038368200,A5028931992,1
A5038368200,A5031175614,1
A5038368200,A5034466412,1
A5038368200,A5039894660,6
A5038368200,A5045714214,2
A5038368200,A5051966189,3
A5038368200,A5053699942,1
A5038368200,A5053805893,1
A5038368200,A5056330611,2
A5038368200,A5059210544,1
A5038368200,A5059863633,5
A5038368200,A5061956309,2
A5038368200,A5064524829,1
A5038368200,A5071855899,10
A5038368200,A5074249428,1
A5038368200,A5074861266,1
A5038368200,A5085857181,1
A5038368200,A5100681247,1
A5038368200,A5103081659,1
A5038368858,A5004782320,1
A5038368858,A5019215657,2
A5038368858,A5026657286,1
A5038368858,A5031670965,1
A5038368858,A5048850473,1
A5038368858,A5050049384,2
A5038368858,A5101776100,1
A5038405190,A5065717792,1
A5038435959,A5032815406,1
A5038435959,A5044203941,1
A5038435959,A5081843650,1
A5038435959,A5087283623,4
A5038467615,A5010336667,2
A5038467615,A5011477712,1
A5038467615,A5012865960,1
A5038467615,A5015412906,1
A5038467615,A5022156934,4
A5038467615,A5026581021,1
A5038467615,A5031812482,2
A5038467615,A5032277988,3
A5038467615,A5035937203,1
A5038467615,A5037398599,1
A5038467615,A5037771314,2
A5038467615,A5040110248,1
A5038467615,A5043221376,1
A5038467615,A5048150356,7
A5038467615,A5050262204,2
A5038467615,A5052087446,1
A5038467615,A5052530705,1
A5038467615,A5062740772,1
A5038467615,A5069892286,2
A5038467615,A5071041378,1
A5038467615,A5071215977,1
A5038467615,A5072895026,1
A5038467615,A5080966283,1
A5038467615,A5084883143,2
A5038467615,A5089167457,2
A5038467615,A5089890846,1
A5038467615,A5109116971,1
A5038467615,A5109475886,1
A5038467615,A5109980250,1
A5038480738,A5007349631,1
A5038480738,A5018044015,1
A5038480738,A5024837627,1
A5038480738,A5025149714,1
A5038480738,A5043277300,4
A5038480738,A5053995346,1
A5038480738,A5059875631,1
A5038480738,A5068530392,2
A5038480738,A5080175512,7
A5038486513,A5033898112,1
A5038502391,A5010395979,1
A5038502391,A5018635438,3
A5038502391,A5025936190,1
A5038502391,A5033052795,1
A5038502391,A5034684238,3
A5038502391,A5038502391,1
A5038502391,A5042206762,1
A5038502391,A5042670765,3
A5038502391,A5043825329,3
A5038502391,A5067287880,3
A5038502391,A5071186378,1
A5038502391,A5073249579,3
A5038502391,A5078218498,3
A5038502391,A5091044014,1
A5038502391,A5109354723,1
A5038502391,A5110701424,1
A5038502391,A5112193570,1
A5038508592,A5041104594,1
A5038508592,A5057556047,1
A5038508592,A5062441245,1
A5038508592,A5074774989,1
A5038514197,A5016407672,1
A5038514197,A5017176137,5
A5038514197,A5053662686,1
A5038514197,A5069084711,1
A5038514197,A5091006816,1
A5038521458,A5040910365,3
A5038521458,A5068185360,3
A5038536174,A5047335664,1
A5038536174,A5085846012,1
A5038555593,A5069950948,1
A5038556915,A5040910365,1
A5038556915,A5068185360,1
A5038559096,A5068152561,5
A5038581186,A5070418391,1
A5038586091,A5030712340,1
A5038587512,A5028404747,1
A5038594005,A5001089952,1
A5038594005,A5038818584,1
A5038594005,A5054262500,1
A5038599607,A5027231176,1
A5038599607,A5049357939,1
A5038599607,A5065104164,1
A5038599607,A5078279657,1
A5038599607,A5079302315,6
A5038599607,A5087589231,2
A5038612231,A5065043481,1
A5038612231,A5074854811,1
A5038612231,A5083888520,1
A5038615294,A5019606925,1
A5038615294,A5046267351,1
A5038615294,A5061038452,1
A5038615294,A5067765409,1
A5038615294,A5072841592,1
A5038615294,A5088601853,1
A5038652447,A5048846505,1
A5038656206,A5008949804,6
A5038656206,A5013825345,6
A5038656206,A5017683246,6
A5038656206,A5022924909,6
A5038656206,A5035991421,6
A5038656206,A5045314024,6
A5038656206,A5053927336,6
A5038656206,A5075909679,6
A5038656206,A5094379406,6
A5038656206,A5094379407,6
A5038656206,A5100566257,6
A5038656206,A5112719943,6
A5038656206,A5112776328,6
A5038684754,A5024423524,1
A5038684754,A5086201540,1
A5038684754,A5108465419,1
A5038686173,A5047821345,1
A5038704440,A5003072589,1
A5038704440,A5031231896,1
A5038762166,A5000977702,2
A5038783143,A5071855899,1
A5038789523,A5005115988,1
A5038789523,A5037239293,1
A5038789523,A5060777543,1
A5038789523,A5062411923,1
A5038789523,A5094577038,1
A5038789523,A5094577039,1
A5038789523,A5094577040,1
A5038789523,A5094577041,1
A5038789523,A5094577042,1
A5038789523,A5094577043,1
A5038789523,A5094577044,1
A5038789523,A5094577045,1
A5038789523,A5094577046,1
A5038789523,A5094577047,1
A5038789523,A5094577048,1
A5038789523,A5094577049,1
A5038789523,A5094577050,1
A5038789523,A5094577051,1
A5038789523,A5094577052,1
A5038789523,A5094577053,1
A5038789523,A5094577054,1
A5038789523,A5112984937,1
A5038794432,A5037771314,1
A5038794432,A5038467615,1
A5038794432,A5052087446,1
A5038794432,A5052530705,1
A5038794432,A5062740772,1
A5038794432,A5071215977,1
A5038815593,A5047821345,1
A5038818584,A5054262500,1
A5038845530,A5007349631,1
A5038845530,A5034648757,1
A5038845530,A5085288697,1
A5038852143,A5005029430,1
A5038852143,A5017240961,1
A5038852143,A5032441712,3
A5038852143,A5033597861,1
A5038852143,A5070491018,2
A5038852143,A5072841592,3
A5038852143,A5102778665,1
A5038874153,A5007809395,1
A5038874153,A5084666558,1
A5038875332,A5010581004,1
A5038875332,A5031192614,1
A5038875332,A5055831294,1
A5038875332,A5070981700,2
A5038938552,A5008869266,2
A5038938552,A5026718378,2
A5038938552,A5045433632,2
A5038938552,A5094088695,2
A5038938552,A5108983076,2
A5038941708,A5027180880,1
A5038941708,A5053424857,1
A5038941708,A5062944073,1
A5038941708,A5067942735,1
A5038941708,A5077505468,4
A5038941708,A5087748785,9
A5038941708,A5087896936,1
A5038941708,A5091682301,2
A5038941708,A5101941074,1
A5038941708,A5103192387,1
A5038962036,A5002605931,1
A5038962036,A5015986179,1
A5038962036,A5019767101,1
A5038974697,A5009786101,5
A5038974697,A5013208087,4
A5038974697,A5014251335,1
A5038974697,A5016304826,7
A5038974697,A5021649924,1
A5038974697,A5047821345,13
A5038974697,A5056078189,1
A5038974697,A5066582781,1
A5038974697,A5078103383,1
A5038974697,A5078921815,1
A5038974697,A5086133322,7
A5038974697,A5087413032,6
A5038974697,A5088225573,4
A5038974697,A5092025238,1
A5039035248,A5007541807,1
A5039035248,A5015039212,1
A5039035248,A5021946449,1
A5039035248,A5025508410,1
A5039035248,A5037825116,1
A5039035248,A5043275635,1
A5039035248,A5049967658,1
A5039035248,A5069563798,1
A5039035248,A5091378245,1
A5039091511,A5022618996,1
A5039109544,A5082424225,1
A5039113880,A5111427859,1
A5039129650,A5013199321,1
A5039129650,A5018234949,2
A5039129650,A5021472133,8
A5039129650,A5032673683,1
A5039129650,A5051438537,1
A5039129650,A5054889019,2
A5039129650,A5102890530,1
A5039144942,A5000538197,1
A5039144942,A5009655324,1
A5039144942,A5038941708,1
A5039144942,A5040692039,2
A5039144942,A5067942735,1
A5039144942,A5071879977,1
A5039144942,A5075608911,1
A5039144942,A5077505468,1
A5039144942,A5082402033,1
A5039144942,A5087748785,2
A5039144942,A5100728605,1
A5039144942,A5109142771,1
A5039149817,A5011865860,1
A5039149817,A5053336793,1
A5039155118,A5028914408,1
A5039155118,A5043843072,1
A5039163683,A5004490363,1
A5039163683,A5019173394,1
A5039163683,A5025508410,1
A5039163683,A5033708290,1
A5039163683,A5034442699,1
A5039163683,A5046277496,1
A5039163683,A5054874288,1
A5039163683,A5062156010,1
A5039163683,A5062270588,1
A5039163683,A5073034397,1
A5039163683,A5079485402,1
A5039163683,A5101645825,1
A5039173670,A5051300642,1
A5039173670,A5055331624,3
A5039173670,A5058675695,3
A5039185864,A5004195415,2
A5039185864,A5006281954,1
A5039185864,A5006358843,2
A5039185864,A5011334511,1
A5039185864,A5020324492,5
A5039185864,A5024923244,1
A5039185864,A5025033411,4
A5039185864,A5027425202,1
A5039185864,A5031812482,1
A5039185864,A5037897930,1
A5039185864,A5040110248,2
A5039185864,A5041541561,1
A5039185864,A5046380582,1
A5039185864,A5048794330,1
A5039185864,A5052320430,1
A5039185864,A5059722365,2
A5039185864,A5068522936,2
A5039185864,A5071079098,1
A5039185864,A5071590413,1
A5039185864,A5075245317,9
A5039185864,A5075935196,1
A5039185864,A5076092085,1
A5039185864,A5079381636,1
A5039185864,A5080063515,1
A5039185864,A5080966283,5
A5039185864,A5082017634,3
A5039185864,A5085182168,1
A5039185864,A5086295953,1
A5039185864,A5086633752,8
A5039185864,A5086950255,1
A5039185864,A5087905463,1
A5039185864,A5089108384,1
A5039185864,A5101883321,1
A5039185864,A5102944453,2
A5039206606,A5067915218,1
A5039206606,A5110722779,1
A5039209714,A5001246022,2
A5039209714,A5004317306,3
A5039209714,A5011254555,3
A5039209714,A5017054121,1
A5039209714,A5018696558,1
A5039209714,A5021141040,1
A5039209714,A5036092710,1
A5039209714,A5036180503,1
A5039209714,A5037813372,9
A5039209714,A5047741882,1
A5039209714,A5063958392,3
A5039209714,A5077188403,3
A5039209714,A5080545057,1
A5039209714,A5091335181,1
A5039209714,A5092054103,1
A5039215365,A5004613584,7
A5039215365,A5013251163,1
A5039215365,A5033810007,1
A5039215365,A5090741951,1
A5039215365,A5107362004,2
A5039215365,A5107877110,2
A5039215365,A5107878710,1
A5039215365,A5107886582,1
A5039215365,A5107900983,1
A5039215365,A5107907734,1
A5039215365,A5107910114,1
A5039215365,A5112251083,2
A5039248564,A5055591979,4
A5039248564,A5058925997,4
A5039267390,A5004585493,1
A5039267390,A5011443884,2
A5039267390,A5039356845,1
A5039267390,A5068406729,1
A5039303045,A5058143688,1
A5039303045,A5083986486,1
A5039323796,A5026277667,2
A5039323796,A5087748785,2
A5039335751,A5004782320,1
A5039335751,A5052087446,4
A5039335751,A5063389114,1
A5039335751,A5084797922,1
A5039339558,A5011939986,1
A5039339558,A5019606925,1
A5039339558,A5040567152,2
A5039339558,A5052657343,1
A5039339558,A5083244447,1
A5039347479,A5034184758,1
A5039408421,A5013439645,4
A5039408421,A5031110371,4
A5039408421,A5061420525,4
A5039417545,A5001646803,1
A5039417545,A5014706589,1
A5039417545,A5032462604,1
A5039417545,A5035793803,1
A5039417545,A5042956160,1
A5039417545,A5069148451,1
A5039417545,A5073795345,1
A5039417545,A5086486859,1
A5039417545,A5100569485,1
A5039425946,A5047375225,1
A5039427029,A5047277105,1
A5039427029,A5100357315,1
A5039429129,A5023657506,1
A5039429129,A5030396373,1
A5039429129,A5085934564,1
A5039429129,A5110680701,1
A5039429129,A5111940507,1
A5039433898,A5051314999,1
A5039433898,A5086651355,1
A5039445200,A5000127737,1
A5039445200,A5004828576,1
A5039445200,A5012227405,1
A5039445200,A5020715256,1
A5039445200,A5067866220,1
A5039445200,A5080721872,1
A5039445200,A5084106931,1
A5039445200,A5088693535,1
A5039445200,A5101478697,1
A5039449236,A5007332304,1
A5039449236,A5090734265,1
A5039458731,A5002122091,2
A5039458731,A5004966471,1
A5039458731,A5005628814,1
A5039458731,A5007541807,26
A5039458731,A5008496685,1
A5039458731,A5015039212,34
A5039458731,A5016410274,1
A5039458731,A5016860805,1
A5039458731,A5018470853,1
A5039458731,A5019327228,2
A5039458731,A5024462443,2
A5039458731,A5025508410,15
A5039458731,A5027386204,13
A5039458731,A5032322313,4
A5039458731,A5034169798,1
A5039458731,A5036275243,1
A5039458731,A5039035248,1
A5039458731,A5043275635,1
A5039458731,A5049930212,4
A5039458731,A5049967658,10
A5039458731,A5054035462,1
A5039458731,A5055239116,32
A5039458731,A5055839250,6
A5039458731,A5059098076,1
A5039458731,A5060115781,8
A5039458731,A5064459502,4
A5039458731,A5070720961,1
A5039458731,A5071936720,13
A5039458731,A5071998139,1
A5039458731,A5078607547,1
A5039458731,A5081640457,1
A5039458731,A5087547416,1
A5039458731,A5088018461,3
A5039458731,A5092103170,1
A5039458731,A5093136201,1
A5039458731,A5093136202,1
A5039458731,A5093807150,5
A5039458731,A5095882006,2
A5039458731,A5099111333,1
A5039458731,A5105819238,4
A5039458731,A5114026770,1
A5039466154,A5059773134,1
A5039479119,A5056954261,1
A5039512109,A5000875635,1
A5039512109,A5023207853,4
A5039512109,A5064853539,1
A5039512109,A5080805788,1
A5039512109,A5092707237,1
A5039537301,A5001246022,1
A5039537301,A5024565370,1
A5039537301,A5045799758,1
A5039537301,A5052608169,1
A5039575695,A5065545987,4
A5039575695,A5080661726,1
A5039575695,A5100776724,5
A5039583563,A5024071902,1
A5039588793,A5046143595,1
A5039588793,A5077819322,9
A5039657761,A5054806131,1
A5039657761,A5061073014,1
A5039676907,A5069179055,1
A5039676907,A5081010150,1
A5039680751,A5009175211,2
A5039680751,A5014759700,2
A5039680751,A5016855366,8
A5039680751,A5028334439,1
A5039680751,A5054262500,2
A5039680751,A5065016130,1
A5039680751,A5078107823,1
A5039680751,A5102966839,1
A5039681652,A5071737570,1
A5039699480,A5055159984,1
A5039717161,A5040781809,1
A5039717161,A5061559449,1
A5039717161,A5062991752,1
A5039717161,A5064515089,1
A5039717161,A5067279684,1
A5039717161,A5085588599,1
A5039717161,A5099000063,1
A5039717161,A5099000064,1
A5039717161,A5101483523,1
A5039717161,A5103934707,1
A5039718049,A5021323660,1
A5039718049,A5023026885,1
A5039718049,A5024804907,1
A5039718049,A5033211377,1
A5039718049,A5036650514,1
A5039718049,A5037284264,1
A5039718049,A5043618984,1
A5039718049,A5044422646,1
A5039718049,A5045448108,1
A5039718049,A5045842773,1
A5039718049,A5054097796,1
A5039718049,A5063706502,1
A5039718049,A5064844123,1
A5039718049,A5065190709,1
A5039718049,A5070353875,1
A5039718049,A5070913859,1
A5039718049,A5071003607,1
A5039718049,A5072362240,1
A5039718049,A5076277039,1
A5039718049,A5078876786,1
A5039718049,A5079187530,1
A5039718049,A5079381636,1
A5039718049,A5083813641,1
A5039718049,A5084510903,1
A5039718049,A5086950255,1
A5039718049,A5087662368,1
A5039718049,A5089281753,1
A5039718049,A5109469289,1
A5039732409,A5034768442,1
A5039732409,A5045071224,1
A5039732409,A5046715844,1
A5039735706,A5003124290,1
A5039735706,A5005581878,1
A5039735706,A5055331624,1
A5039735706,A5084533771,1
A5039744901,A5073996564,1
A5039750087,A5007163015,1
A5039785074,A5007332304,1
A5039785074,A5049764878,1
A5039796995,A5008748461,4
A5039796995,A5024957504,1
A5039796995,A5040654820,1
A5039796995,A5052475039,3
A5039796995,A5057898999,1
A5039796995,A5082678203,2
A5039802638,A5022618996,1
A5039802638,A5039091511,1
A5039802638,A5055523051,1
A5039802638,A5059367515,1
A5039802638,A5088436673,1
A5039807413,A5021982060,1
A5039807413,A5052069153,1
A5039807413,A5085570881,1
A5039813064,A5004849803,1
A5039813064,A5006072539,1
A5039832358,A5019110226,1
A5039838846,A5005426902,1
A5039845643,A5001246022,2
A5039845643,A5091335181,2
A5039860546,A5010577750,2
A5039860546,A5011224760,2
A5039860546,A5028305772,1
A5039860546,A5040063355,5
A5039860546,A5050797586,2
A5039860546,A5070418391,2
A5039860546,A5089294492,2
A5039871195,A5065043481,1
A5039874177,A5052475427,1
A5039884000,A5004191675,1
A5039894660,A5009786101,1
A5039894660,A5025871273,1
A5039894660,A5027685481,1
A5039894660,A5027928528,1
A5039894660,A5028198037,2
A5039894660,A5034172662,1
A5039894660,A5034466412,1
A5039894660,A5042955881,1
A5039894660,A5051966189,4
A5039894660,A5056217450,2
A5039894660,A5058182638,1
A5039894660,A5059863633,6
A5039894660,A5061956309,1
A5039894660,A5064524829,1
A5039894660,A5068716616,2
A5039894660,A5071855899,9
A5039894660,A5108118866,1
A5039911319,A5030576540,1
A5039913154,A5054262500,1
A5039913379,A5050428053,1
A5039913379,A5070981700,1
A5039913379,A5088776883,1
A5039913379,A5089167457,1
A5039916740,A5005734297,2
A5039916740,A5016184633,2
A5039920978,A5000997975,1
A5039920978,A5006842772,1
A5039920978,A5009095560,1
A5039920978,A5009246156,2
A5039920978,A5014057252,3
A5039920978,A5021528836,1
A5039920978,A5034466412,1
A5039920978,A5042822389,1
A5039920978,A5063378665,1
A5039920978,A5073560321,1
A5039920978,A5079017810,1
A5039927165,A5016385539,1
A5039927165,A5018823440,1
A5039927165,A5031998230,1
A5039927165,A5059050074,1
A5039951789,A5011899341,1
A5039951789,A5012963964,4
A5039951789,A5013388769,1
A5039951789,A5024423524,2
A5039951789,A5044073563,1
A5039951789,A5047228447,1
A5039951789,A5049251749,3
A5039951789,A5050345480,6
A5039951789,A5056351183,23
A5039951789,A5074484979,1
A5039951789,A5074901900,1
A5039951789,A5086479843,1
A5039951789,A5109722955,1
A5039951789,A5109755799,2
A5039957577,A5013542275,1
A5039957577,A5048227191,1
A5039963392,A5041056867,1
A5039963392,A5052069153,1
A5039964731,A5018748154,1
A5039964731,A5019606925,1
A5039964731,A5083305448,2
A5039985868,A5019215657,1
A5039985868,A5026657286,1
A5039985868,A5031670965,1
A5039985868,A5038368858,1
A5039985868,A5048850473,1
A5039985868,A5050049384,1
A5039985868,A5101776100,1
A5039986402,A5077819322,2
A5039988125,A5062425745,1
A5040025014,A5026570771,4
A5040025014,A5034373849,2
A5040025014,A5035955181,1
A5040025014,A5046149546,1
A5040025014,A5047335664,6
A5040025014,A5064924790,1
A5040025014,A5085846012,1
A5040038977,A5010936562,1
A5040038977,A5042351590,1
A5040038977,A5057119611,1
A5040038977,A5082462719,1
A5040038977,A5089848606,1
A5040063355,A5003439406,2
A5040063355,A5091889598,2
A5040063355,A5108738300,2
A5040063355,A5110720826,2
A5040063355,A5111017136,2
A5040063355,A5112566333,2
A5040063355,A5112578555,2
A5040074723,A5005618701,2
A5040110248,A5006358843,2
A5040110248,A5010398085,1
A5040110248,A5015412906,3
A5040110248,A5023207853,1
A5040110248,A5026581021,1
A5040110248,A5029940119,3
A5040110248,A5035937203,1
A5040110248,A5038467615,1
A5040110248,A5046380582,1
